"season","seasonType","week","poll","rank","school","conference","points","year","points_missing"
2017,"regular",3,"AP Top 25",6,"Washington","Pac-12",1124,2017,0
2017,"regular",3,"AP Top 25",21,"Washington State","Pac-12",233,2017,0
2017,"regular",3,"AP Top 25",4,"USC","Pac-12",1324,2017,0
2017,"regular",3,"AP Top 25",15,"Auburn","SEC",591,2017,0
2017,"regular",3,"AP Top 25",12,"LSU","SEC",935,2017,0
2017,"regular",3,"AP Top 25",25,"UCLA","Pac-12",119,2017,0
2017,"regular",3,"AP Top 25",22,"South Florida","American Athletic",188,2017,0
2017,"regular",3,"AP Top 25",1,"Alabama","SEC",1522,2017,0
2017,"regular",3,"AP Top 25",11,"Florida State","ACC",944,2017,0
2017,"regular",3,"AP Top 25",3,"Clemson","ACC",1380,2017,0
2017,"regular",3,"AP Top 25",16,"Virginia Tech","ACC",559,2017,0
2017,"regular",3,"AP Top 25",17,"Miami","ACC",542,2017,0
2017,"regular",3,"AP Top 25",14,"Louisville","ACC",658,2017,0
2017,"regular",3,"AP Top 25",8,"Ohio State","Big Ten",1003,2017,0
2017,"regular",3,"AP Top 25",7,"Michigan","Big Ten",1107,2017,0
2017,"regular",3,"AP Top 25",5,"Penn State","Big Ten",1299,2017,0
2017,"regular",3,"AP Top 25",10,"Wisconsin","Big Ten",993,2017,0
2017,"regular",3,"AP Top 25",2,"Oklahoma","Big 12",1447,2017,0
2017,"regular",3,"FCS Coaches Poll",25,"Grambling","SWAC",87,2017,0
2017,"regular",3,"FCS Coaches Poll",24,"Tennessee State","OVC",93,2017,0
2017,"regular",3,"FCS Coaches Poll",10,"North Dakota","Big Sky",405,2017,0
2017,"regular",3,"FCS Coaches Poll",8,"Villanova","CAA",438,2017,0
2017,"regular",3,"FCS Coaches Poll",11,"New Hampshire","CAA",402,2017,0
2017,"regular",3,"FCS Coaches Poll",6,"Richmond","CAA",455,2017,0
2017,"regular",3,"FCS Coaches Poll",1,"James Madison","CAA",648,2017,0
2017,"regular",3,"FCS Coaches Poll",16,"Central Arkansas","Southland",250,2017,0
2017,"regular",3,"FCS Coaches Poll",6,"Jacksonville State","OVC",455,2017,0
2017,"regular",3,"FCS Coaches Poll",3,"Sam Houston","Southland",585,2017,0
2017,"regular",3,"FCS Coaches Poll",20,"North Carolina A&T","MEAC",134,2017,0
2017,"regular",3,"FCS Coaches Poll",19,"Charleston Southern","Big South",175,2017,0
2017,"regular",3,"FCS Coaches Poll",12,"Eastern Washington","Big Sky",364,2017,0
2017,"regular",3,"FCS Coaches Poll",21,"Weber State","Big Sky",123,2017,0
2017,"regular",3,"FCS Coaches Poll",22,"Western Illinois","MVFC",112,2017,0
2017,"regular",3,"FCS Coaches Poll",23,"South Dakota","MVFC",102,2017,0
2017,"regular",3,"FCS Coaches Poll",2,"North Dakota State","MVFC",626,2017,0
2017,"regular",3,"FCS Coaches Poll",4,"South Dakota State","MVFC",574,2017,0
2017,"regular",3,"FCS Coaches Poll",14,"Illinois State","MVFC",273,2017,0
2017,"regular",3,"FCS Coaches Poll",18,"Northern Iowa","MVFC",181,2017,0
2017,"regular",3,"FCS Coaches Poll",5,"Youngstown State","MVFC",515,2017,0
2017,"regular",3,"FCS Coaches Poll",17,"Samford","Southern",213,2017,0
2017,"regular",3,"FCS Coaches Poll",15,"Chattanooga","Southern",260,2017,0
2017,"regular",3,"FCS Coaches Poll",13,"The Citadel","Southern",349,2017,0
2017,"regular",3,"FCS Coaches Poll",9,"Wofford","Southern",415,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",23,"Bowie State","CIAA",72,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",20,"Central Washington","Great Northwest",247,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",3,"East Texas A&M","Lone Star",779,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",22,"Humboldt State","Great Northwest",77,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",4,"Shepherd","Mountain East",737,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",9,"LIU Post","Northeast 10",572,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",10,"North Alabama","Gulf South",547,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",7,"Sioux Falls","Northern Sun",619,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",8,"Minnesota State Mankato","Northern Sun",607,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",5,"PennWest California","Pennsylvania State Athletic",693,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",21,"Slippery Rock","Pennsylvania State Athletic",166,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",6,"Indiana-Pennsylvania","Pennsylvania State Athletic",673,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",11,"Colorado Mesa","Rocky Mountain",501,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",19,"CSU Pueblo","Rocky Mountain",257,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",25,"Catawba","South Atlantic",54,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",2,"Ferris State","GLIAC",811,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",12,"Grand Valley State University","GLIAC",456,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",16,"Arkansas Tech","Great American",300,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",14,"Indianapolis","Great Lakes",402,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",17,"Delta State","Gulf South",268,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",13,"Midwestern State","Lone Star",443,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",15,"Emporia State University","Mid America",367,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",18,"Fort Hays State","Mid America",259,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",1,"Northwest Missouri St","Mid America",850,2017,0
2017,"regular",3,"AFCA Division II Coaches Poll",24,"Assumption","Northeast 10",60,2017,0
2017,"regular",1,"Coaches Poll",15,"Georgia","SEC",701,2017,0
2017,"regular",1,"Coaches Poll",16,"Florida","SEC",681,2017,0
2017,"regular",1,"Coaches Poll",24,"Tennessee","SEC",155,2017,0
2017,"regular",1,"Coaches Poll",11,"Oklahoma State","Big 12",912,2017,0
2017,"regular",1,"Coaches Poll",19,"Kansas State","Big 12",339,2017,0
2017,"regular",1,"Coaches Poll",20,"West Virginia","Big 12",319,2017,0
2017,"regular",1,"Coaches Poll",14,"Stanford","Pac-12",732,2017,0
2017,"regular",1,"Coaches Poll",7,"Washington","Pac-12",1245,2017,0
2017,"regular",1,"Coaches Poll",4,"USC","Pac-12",1415,2017,0
2017,"regular",1,"Coaches Poll",13,"Auburn","SEC",819,2017,0
2017,"regular",1,"Coaches Poll",12,"LSU","SEC",834,2017,0
2017,"regular",1,"Coaches Poll",25,"Utah","Pac-12",109,2017,0
2017,"regular",1,"Coaches Poll",21,"South Florida","American Athletic",247,2017,0
2017,"regular",1,"Coaches Poll",1,"Alabama","SEC",1603,2017,0
2017,"regular",1,"Coaches Poll",3,"Florida State","ACC",1434,2017,0
2017,"regular",1,"Coaches Poll",5,"Clemson","ACC",1367,2017,0
2017,"regular",1,"Coaches Poll",22,"Virginia Tech","ACC",235,2017,0
2017,"regular",1,"Coaches Poll",18,"Miami","ACC",472,2017,0
2017,"regular",1,"Coaches Poll",17,"Louisville","ACC",676,2017,0
2017,"regular",1,"Coaches Poll",2,"Ohio State","Big Ten",1512,2017,0
2017,"regular",1,"Coaches Poll",9,"Michigan","Big Ten",959,2017,0
2017,"regular",1,"Coaches Poll",6,"Penn State","Big Ten",1257,2017,0
2017,"regular",1,"Coaches Poll",10,"Wisconsin","Big Ten",936,2017,0
2017,"regular",1,"Coaches Poll",23,"Texas","Big 12",193,2017,0
2017,"regular",1,"Coaches Poll",8,"Oklahoma","Big 12",1237,2017,0
2017,"regular",1,"AP Top 25",15,"Georgia","SEC",690,2017,0
2017,"regular",1,"AP Top 25",17,"Florida","SEC",624,2017,0
2017,"regular",1,"AP Top 25",25,"Tennessee","SEC",114,2017,0
2017,"regular",1,"AP Top 25",10,"Oklahoma State","Big 12",889,2017,0
2017,"regular",1,"AP Top 25",20,"Kansas State","Big 12",317,2017,0
2017,"regular",1,"AP Top 25",22,"West Virginia","Big 12",207,2017,0
2017,"regular",1,"AP Top 25",14,"Stanford","Pac-12",695,2017,0
2017,"regular",1,"AP Top 25",8,"Washington","Pac-12",1150,2017,0
2017,"regular",1,"AP Top 25",24,"Washington State","Pac-12",133,2017,0
2017,"regular",1,"AP Top 25",4,"USC","Pac-12",1325,2017,0
2017,"regular",1,"AP Top 25",12,"Auburn","SEC",880,2017,0
2017,"regular",1,"AP Top 25",13,"LSU","SEC",784,2017,0
2017,"regular",1,"AP Top 25",19,"South Florida","American Athletic",327,2017,0
2017,"regular",1,"AP Top 25",1,"Alabama","SEC",1513,2017,0
2017,"regular",1,"AP Top 25",3,"Florida State","ACC",1396,2017,0
2017,"regular",1,"AP Top 25",5,"Clemson","ACC",1201,2017,0
2017,"regular",1,"AP Top 25",21,"Virginia Tech","ACC",240,2017,0
2017,"regular",1,"AP Top 25",18,"Miami","ACC",492,2017,0
2017,"regular",1,"AP Top 25",16,"Louisville","ACC",629,2017,0
2017,"regular",1,"AP Top 25",2,"Ohio State","Big Ten",1414,2017,0
2017,"regular",1,"AP Top 25",11,"Michigan","Big Ten",881,2017,0
2017,"regular",1,"AP Top 25",6,"Penn State","Big Ten",1196,2017,0
2017,"regular",1,"AP Top 25",9,"Wisconsin","Big Ten",926,2017,0
2017,"regular",1,"AP Top 25",23,"Texas","Big 12",173,2017,0
2017,"regular",1,"AP Top 25",7,"Oklahoma","Big 12",1170,2017,0
2017,"regular",1,"FCS Coaches Poll",21,"Grambling","SWAC",133,2017,0
2017,"regular",1,"FCS Coaches Poll",10,"North Dakota","Big Sky",412,2017,0
2017,"regular",1,"FCS Coaches Poll",9,"Villanova","CAA",413,2017,0
2017,"regular",1,"FCS Coaches Poll",16,"New Hampshire","CAA",244,2017,0
2017,"regular",1,"FCS Coaches Poll",7,"Richmond","CAA",474,2017,0
2017,"regular",1,"FCS Coaches Poll",1,"James Madison","CAA",642,2017,0
2017,"regular",1,"FCS Coaches Poll",24,"North Carolina Central","MEAC",83,2017,0
2017,"regular",1,"FCS Coaches Poll",15,"Central Arkansas","Southland",251,2017,0
2017,"regular",1,"FCS Coaches Poll",5,"Jacksonville State","OVC",493,2017,0
2017,"regular",1,"FCS Coaches Poll",3,"Sam Houston","Southland",577,2017,0
2017,"regular",1,"FCS Coaches Poll",25,"North Carolina A&T","MEAC",78,2017,0
2017,"regular",1,"FCS Coaches Poll",17,"Lehigh","Patriot",177,2017,0
2017,"regular",1,"FCS Coaches Poll",14,"Charleston Southern","Big South",261,2017,0
2017,"regular",1,"FCS Coaches Poll",23,"Cal Poly","Big Sky",85,2017,0
2017,"regular",1,"FCS Coaches Poll",4,"Eastern Washington","Big Sky",525,2017,0
2017,"regular",1,"FCS Coaches Poll",22,"Weber State","Big Sky",102,2017,0
2017,"regular",1,"FCS Coaches Poll",2,"North Dakota State","MVFC",618,2017,0
2017,"regular",1,"FCS Coaches Poll",6,"South Dakota State","MVFC",479,2017,0
2017,"regular",1,"FCS Coaches Poll",18,"Illinois State","MVFC",149,2017,0
2017,"regular",1,"FCS Coaches Poll",20,"Northern Iowa","MVFC",136,2017,0
2017,"regular",1,"FCS Coaches Poll",8,"Youngstown State","MVFC",450,2017,0
2017,"regular",1,"FCS Coaches Poll",19,"Samford","Southern",144,2017,0
2017,"regular",1,"FCS Coaches Poll",13,"Chattanooga","Southern",330,2017,0
2017,"regular",1,"FCS Coaches Poll",12,"The Citadel","Southern",333,2017,0
2017,"regular",1,"FCS Coaches Poll",11,"Wofford","Southern",381,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",5,"East Texas A&M","Lone Star",634,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",25,"Bemidji State","Northern Sun",133,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",10,"Minnesota Duluth","Northern Sun",431,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",19,"UNC Pembroke","Independent DII",220,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",7,"Shepherd","Mountain East",574,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",14,"LIU Post","Northeast 10",288,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",6,"North Alabama","Gulf South",622,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",17,"Sioux Falls","Northern Sun",235,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",20,"Minnesota State Mankato","Northern Sun",201,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",8,"PennWest California","Pennsylvania State Athletic",568,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",9,"Indiana-Pennsylvania","Pennsylvania State Athletic",500,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",23,"Colorado Mesa","Rocky Mountain",154,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",16,"Colorado School Of Mines","Rocky Mountain",254,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",12,"CSU Pueblo","Rocky Mountain",349,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",3,"Ferris State","GLIAC",716,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",2,"Grand Valley State University","GLIAC",765,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",15,"Harding University","Great American",281,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",22,"Southern Arkansas","Great American",157,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",18,"Southwest Baptist","Great Lakes",227,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",13,"Azusa Pacific","Great Northwest",302,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",11,"Valdosta State","Gulf South",390,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",24,"Midwestern State","Lone Star",138,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",21,"Central Missouri","Mid America",189,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",4,"Emporia State University","Mid America",652,2017,0
2017,"regular",1,"AFCA Division II Coaches Poll",1,"Northwest Missouri St","Mid America",850,2017,0
2018,"postseason",1,"Coaches Poll",5,"Notre Dame","FBS Independents",1316,2018,0
2018,"postseason",1,"Coaches Poll",8,"Georgia","SEC",1147,2018,0
2018,"postseason",1,"Coaches Poll",6,"Florida","SEC",1192,2018,0
2018,"postseason",1,"Coaches Poll",11,"Kentucky","SEC",945,2018,0
2018,"postseason",1,"Coaches Poll",22,"West Virginia","Big 12",235,2018,0
2018,"postseason",1,"Coaches Poll",13,"Washington","Pac-12",807,2018,0
2018,"postseason",1,"Coaches Poll",10,"Washington State","Pac-12",1007,2018,0
2018,"postseason",1,"Coaches Poll",7,"LSU","SEC",1186,2018,0
2018,"postseason",1,"Coaches Poll",23,"Cincinnati","American Athletic",186,2018,0
2018,"postseason",1,"Coaches Poll",12,"UCF","American Athletic",876,2018,0
2018,"postseason",1,"Coaches Poll",2,"Alabama","SEC",1536,2018,0
2018,"postseason",1,"Coaches Poll",25,"Mississippi State","SEC",107,2018,0
2018,"postseason",1,"Coaches Poll",1,"Clemson","ACC",1600,2018,0
2018,"postseason",1,"Coaches Poll",16,"Texas A&M","SEC",625,2018,0
2018,"postseason",1,"Coaches Poll",15,"Syracuse","ACC",720,2018,0
2018,"postseason",1,"Coaches Poll",21,"Utah State","Mountain West",252,2018,0
2018,"postseason",1,"Coaches Poll",24,"Boise State","Mountain West",165,2018,0
2018,"postseason",1,"Coaches Poll",18,"Fresno State","Mountain West",497,2018,0
2018,"postseason",1,"Coaches Poll",3,"Ohio State","Big Ten",1437,2018,0
2018,"postseason",1,"Coaches Poll",14,"Michigan","Big Ten",780,2018,0
2018,"postseason",1,"Coaches Poll",17,"Penn State","Big Ten",581,2018,0
2018,"postseason",1,"Coaches Poll",19,"Northwestern","Big Ten",375,2018,0
2018,"postseason",1,"Coaches Poll",20,"Army","FBS Independents",333,2018,0
2018,"postseason",1,"Coaches Poll",9,"Texas","Big 12",1093,2018,0
2018,"postseason",1,"Coaches Poll",4,"Oklahoma","Big 12",1415,2018,0
2018,"postseason",1,"AP Top 25",5,"Notre Dame","FBS Independents",1286,2018,0
2018,"postseason",1,"AP Top 25",7,"Georgia","SEC",1103,2018,0
2018,"postseason",1,"AP Top 25",7,"Florida","SEC",1103,2018,0
2018,"postseason",1,"AP Top 25",12,"Kentucky","SEC",820,2018,0
2018,"postseason",1,"AP Top 25",20,"West Virginia","Big 12",296,2018,0
2018,"postseason",1,"AP Top 25",13,"Washington","Pac-12",806,2018,0
2018,"postseason",1,"AP Top 25",10,"Washington State","Pac-12",959,2018,0
2018,"postseason",1,"AP Top 25",6,"LSU","SEC",1119,2018,0
2018,"postseason",1,"AP Top 25",24,"Cincinnati","American Athletic",171,2018,0
2018,"postseason",1,"AP Top 25",11,"UCF","American Athletic",898,2018,0
2018,"postseason",1,"AP Top 25",2,"Alabama","SEC",1462,2018,0
2018,"postseason",1,"AP Top 25",1,"Clemson","ACC",1525,2018,0
2018,"postseason",1,"AP Top 25",16,"Texas A&M","SEC",552,2018,0
2018,"postseason",1,"AP Top 25",15,"Syracuse","ACC",683,2018,0
2018,"postseason",1,"AP Top 25",22,"Utah State","Mountain West",188,2018,0
2018,"postseason",1,"AP Top 25",23,"Boise State","Mountain West",184,2018,0
2018,"postseason",1,"AP Top 25",18,"Fresno State","Mountain West",466,2018,0
2018,"postseason",1,"AP Top 25",3,"Ohio State","Big Ten",1364,2018,0
2018,"postseason",1,"AP Top 25",14,"Michigan","Big Ten",745,2018,0
2018,"postseason",1,"AP Top 25",17,"Penn State","Big Ten",492,2018,0
2018,"postseason",1,"AP Top 25",25,"Iowa","Big Ten",120,2018,0
2018,"postseason",1,"AP Top 25",21,"Northwestern","Big Ten",284,2018,0
2018,"postseason",1,"AP Top 25",19,"Army","FBS Independents",418,2018,0
2018,"postseason",1,"AP Top 25",9,"Texas","Big 12",1076,2018,0
2018,"postseason",1,"AP Top 25",4,"Oklahoma","Big 12",1356,2018,0
2018,"postseason",1,"FCS Coaches Poll",4,"Kennesaw State","Big South",558,2018,0
2018,"postseason",1,"FCS Coaches Poll",16,"Southeast Missouri State","OVC",235,2018,0
2018,"postseason",1,"FCS Coaches Poll",19,"Elon","CAA",153,2018,0
2018,"postseason",1,"FCS Coaches Poll",18,"Stony Brook","CAA",161,2018,0
2018,"postseason",1,"FCS Coaches Poll",5,"Maine","CAA",521,2018,0
2018,"postseason",1,"FCS Coaches Poll",23,"Delaware","CAA",89,2018,0
2018,"postseason",1,"FCS Coaches Poll",10,"James Madison","CAA",405,2018,0
2018,"postseason",1,"FCS Coaches Poll",13,"Jacksonville State","OVC",347,2018,0
2018,"postseason",1,"FCS Coaches Poll",11,"North Carolina A&T","MEAC",388,2018,0
2018,"postseason",1,"FCS Coaches Poll",7,"Colgate","Patriot",492,2018,0
2018,"postseason",1,"FCS Coaches Poll",20,"San Diego","Pioneer",133,2018,0
2018,"postseason",1,"FCS Coaches Poll",9,"Princeton","Ivy",432,2018,0
2018,"postseason",1,"FCS Coaches Poll",15,"Dartmouth","Ivy",275,2018,0
2018,"postseason",1,"FCS Coaches Poll",8,"UC Davis","Big Sky",468,2018,0
2018,"postseason",1,"FCS Coaches Poll",22,"Towson","CAA",92,2018,0
2018,"postseason",1,"FCS Coaches Poll",2,"Eastern Washington","Big Sky",623,2018,0
2018,"postseason",1,"FCS Coaches Poll",17,"Montana State","Big Sky",193,2018,0
2018,"postseason",1,"FCS Coaches Poll",6,"Weber State","Big Sky",502,2018,0
2018,"postseason",1,"FCS Coaches Poll",1,"North Dakota State","MVFC",650,2018,0
2018,"postseason",1,"FCS Coaches Poll",3,"South Dakota State","MVFC",590,2018,0
2018,"postseason",1,"FCS Coaches Poll",24,"Duquesne","NEC",83,2018,0
2018,"postseason",1,"FCS Coaches Poll",25,"Indiana State","MVFC",77,2018,0
2018,"postseason",1,"FCS Coaches Poll",21,"East Tennessee State","Southern",128,2018,0
2018,"postseason",1,"FCS Coaches Poll",12,"Wofford","Southern",364,2018,0
2018,"postseason",1,"FCS Coaches Poll",14,"Nicholls","Southland",328,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",19,"Bowie State","CIAA",232,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",9,"East Texas A&M","Lone Star",482,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",13,"Minnesota Duluth","Northern Sun",408,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",5,"Tarleton State","Lone Star",670,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",21,"LIU Post","Northeast 10",189,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",15,"Hillsdale","Great Midwest Athletic",301,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",8,"Lenoir-Rhyne","South Atlantic",497,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",24,"Wingate","South Atlantic",137,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",3,"Minnesota State Mankato","Northern Sun",750,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",17,"West Chester","Pennsylvania State Athletic",281,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",12,"Slippery Rock","Pennsylvania State Athletic",412,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",18,"Colorado School Of Mines","Rocky Mountain",256,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",7,"CSU Pueblo","Rocky Mountain",546,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",2,"Ferris State","GLIAC",792,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",14,"Grand Valley State University","GLIAC",395,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",20,"Harding University","Great American",229,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",6,"Ouachita Baptist","Great American",662,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",11,"Indianapolis","Great Lakes",462,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",1,"Valdosta State","Gulf South",825,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",25,"Midwestern State","Lone Star",119,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",22,"Fort Hays State","Mid America",180,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",10,"Northwest Missouri St","Mid America",475,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",4,"Notre Dame College","Mountain East",699,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",23,"New Haven","Northeast 10",177,2018,0
2018,"postseason",1,"AFCA Division II Coaches Poll",16,"West Georgia","Gulf South",293,2018,0
2018,"regular",15,"Coaches Poll",3,"Notre Dame","FBS Independents",1460,2018,0
2018,"regular",15,"Coaches Poll",6,"Georgia","SEC",1316,2018,0
2018,"regular",15,"Coaches Poll",10,"Florida","SEC",976,2018,0
2018,"regular",15,"Coaches Poll",15,"Kentucky","SEC",696,2018,0
2018,"regular",15,"Coaches Poll",16,"West Virginia","Big 12",683,2018,0
2018,"regular",15,"Coaches Poll",9,"Washington","Pac-12",1046,2018,0
2018,"regular",15,"Coaches Poll",13,"Washington State","Pac-12",856,2018,0
2018,"regular",15,"Coaches Poll",11,"LSU","SEC",899,2018,0
2018,"regular",15,"Coaches Poll",19,"Utah","Pac-12",411,2018,0
2018,"regular",15,"Coaches Poll",7,"UCF","American Athletic",1218,2018,0
2018,"regular",15,"Coaches Poll",1,"Alabama","SEC",1598,2018,0
2018,"regular",15,"Coaches Poll",18,"Mississippi State","SEC",501,2018,0
2018,"regular",15,"Coaches Poll",2,"Clemson","ACC",1538,2018,0
2018,"regular",15,"Coaches Poll",20,"Texas A&M","SEC",388,2018,0
2018,"regular",15,"Coaches Poll",17,"Syracuse","ACC",505,2018,0
2018,"regular",15,"Coaches Poll",23,"Utah State","Mountain West",125,2018,0
2018,"regular",15,"Coaches Poll",24,"Boise State","Mountain West",122,2018,0
2018,"regular",15,"Coaches Poll",21,"Fresno State","Mountain West",357,2018,0
2018,"regular",15,"Coaches Poll",5,"Ohio State","Big Ten",1326,2018,0
2018,"regular",15,"Coaches Poll",8,"Michigan","Big Ten",1122,2018,0
2018,"regular",15,"Coaches Poll",12,"Penn State","Big Ten",889,2018,0
2018,"regular",15,"Coaches Poll",22,"Northwestern","Big Ten",159,2018,0
2018,"regular",15,"Coaches Poll",25,"Army","FBS Independents",114,2018,0
2018,"regular",15,"Coaches Poll",14,"Texas","Big 12",776,2018,0
2018,"regular",15,"Coaches Poll",4,"Oklahoma","Big 12",1375,2018,0
2018,"regular",15,"AP Top 25",3,"Notre Dame","FBS Independents",1405,2018,0
2018,"regular",15,"AP Top 25",6,"Georgia","SEC",1247,2018,0
2018,"regular",15,"AP Top 25",10,"Florida","SEC",894,2018,0
2018,"regular",15,"AP Top 25",16,"Kentucky","SEC",639,2018,0
2018,"regular",15,"AP Top 25",25,"Iowa State","Big 12",110,2018,0
2018,"regular",15,"AP Top 25",15,"West Virginia","Big 12",694,2018,0
2018,"regular",15,"AP Top 25",9,"Washington","Pac-12",992,2018,0
2018,"regular",15,"AP Top 25",12,"Washington State","Pac-12",845,2018,0
2018,"regular",15,"AP Top 25",11,"LSU","SEC",847,2018,0
2018,"regular",15,"AP Top 25",20,"Utah","Pac-12",362,2018,0
2018,"regular",15,"AP Top 25",7,"UCF","American Athletic",1158,2018,0
2018,"regular",15,"AP Top 25",1,"Alabama","SEC",1525,2018,0
2018,"regular",15,"AP Top 25",18,"Mississippi State","SEC",375,2018,0
2018,"regular",15,"AP Top 25",2,"Clemson","ACC",1460,2018,0
2018,"regular",15,"AP Top 25",24,"Missouri","SEC",133,2018,0
2018,"regular",15,"AP Top 25",21,"Texas A&M","SEC",359,2018,0
2018,"regular",15,"AP Top 25",17,"Syracuse","ACC",516,2018,0
2018,"regular",15,"AP Top 25",23,"Boise State","Mountain West",144,2018,0
2018,"regular",15,"AP Top 25",19,"Fresno State","Mountain West",373,2018,0
2018,"regular",15,"AP Top 25",5,"Ohio State","Big Ten",1254,2018,0
2018,"regular",15,"AP Top 25",8,"Michigan","Big Ten",1076,2018,0
2018,"regular",15,"AP Top 25",13,"Penn State","Big Ten",773,2018,0
2018,"regular",15,"AP Top 25",22,"Army","FBS Independents",209,2018,0
2018,"regular",15,"AP Top 25",14,"Texas","Big 12",763,2018,0
2018,"regular",15,"AP Top 25",4,"Oklahoma","Big 12",1327,2018,0
2018,"regular",15,"Playoff Committee Rankings",3,"Notre Dame","FBS Independents",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",5,"Georgia","SEC",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",10,"Florida","SEC",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",14,"Kentucky","SEC",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",24,"Iowa State","Big 12",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",16,"West Virginia","Big 12",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",9,"Washington","Pac-12",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",13,"Washington State","Pac-12",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",11,"LSU","SEC",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",17,"Utah","Pac-12",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",8,"UCF","American Athletic",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",1,"Alabama","SEC",0,2018,0
2018,"regular",15,"Playoff Committee Rankings",18,"Mississippi State","SEC",0,2018,0
